record_id,name,region,region_source,city,partner_segment,entity_types,product_categories,channels,website,email,phone,nip,krs,injector_relevance,score,priority,potential,score_confidence,recommended_action
PL-0105,Smok,Nieustalony,unknown,,traditional_or_specialist_wholesale,retailer | wholesaler | tobacco_retailer,smoking_accessories | tobacco,B2B | B2C,https://smok.pl,,,,,unknown,26,D,low,low,verify_location
PL-0106,Smoke.pl / Smoke Shop,Ogólnopolska,source_regions,Łódź,vape_wholesale,retailer | wholesaler | tobacco_retailer,smoking_accessories | cigarettes | shisha_bongs | vape | tobacco,B2B | B2C,https://smoke.pl,,+48 452 454 726,,,unknown,46,C,medium,medium,enrich_record
PL-0107,SOFLY,Dolnośląskie,source_regions,Świdnica,traditional_or_specialist_wholesale,retailer | wholesaler | tobacco_retailer,smoking_accessories | tobacco,B2B | B2C,https://sofly.club,,+48 531 263 336,,,unknown,34,D,low,medium,enrich_record
PL-0108,sstrzelec (Allegro),Nieustalony,unknown,,traditional_or_specialist_wholesale,wholesaler | retailer,smoking_accessories | injector_machines | powermatic | tobacco,B2B | B2C,https://allegro.pl/uzytkownik/sstrzelec,,,,,likely,48,C,medium,low,verify_location
PL-0109,Step Two,Nieustalony,unknown,,traditional_or_specialist_wholesale,distributor,smoking_accessories | tobacco,B2B,,,,6342812402,,unknown,26,D,low,low,verify_location
PL-0110,Supra - Papierosy dla klientów hurtowych,Małopolskie,source_regions,Nowy Targ,traditional_or_specialist_wholesale,retailer | wholesaler | tobacco_retailer,smoking_accessories | tobacco,B2B | B2C,https://e-supra.pl,,+48 600 336 100,,,unknown,34,D,low,medium,enrich_record
PL-0111,Tabak - Hurtownia papierosów i wyrobów tytoniowych.,Dolnośląskie,source_regions,Wrocław,vape_wholesale,retailer | wholesaler | tobacco_retailer,smoking_accessories | tobacco | vape | cigarettes,B2B | B2C,http://tabak.wroclaw.pl,,+48 71 349 10 10,,,unknown,35,D,low,medium,enrich_record
PL-0112,Tabak Kraków,Małopolskie,source_regions,Kraków,traditional_or_specialist_wholesale,retailer | wholesaler,tobacco,B2B,,,,,,unknown,20,D,low,low,enrich_record
PL-0113,Teks S.A.,Świętokrzyskie,source_regions,Radom,traditional_or_specialist_wholesale,retailer | wholesaler | tobacco_retailer,smoking_accessories | tobacco,B2B | B2C,http://www.tekssa.pl,,+48 48 365 25 07,,,unknown,34,D,low,medium,enrich_record
PL-0114,Tobacchem,Ogólnopolska,source_regions,,manufacturer,wholesaler | manufacturer,ryo | injector_ecosystem | injector_machines | smoking_accessories | cigarette_tubes | tobacco,B2B | B2C,https://tobacchem.pl,,,,,confirmed_or_core,72,B,high,medium,find_sales_email
PL-0115,TOBACCO CONCEPT FACTORY,Nieustalony,unknown,,traditional_or_specialist_wholesale,distributor,smoking_accessories | tobacco,B2B,,biuro@tcfgroup.eu,508 101 7xx,,,unknown,32,D,low,low,verify_location
PL-0116,Tobacco Trading International Poland Sp. z o.o.,Małopolskie,source_regions,Modlnica,traditional_or_specialist_wholesale,retailer | wholesaler | tobacco_retailer,smoking_accessories | tobacco,B2B | B2C,http://ttipoland.pl,,+48 12 420 91 30,,,unknown,34,D,low,medium,enrich_record
PL-0117,Top-Kart,Podlaskie,source_regions,Białystok,traditional_or_specialist_wholesale,wholesaler,smoking_accessories | tobacco,B2B,https://topkart.vp.pl,topkart@vp.pl,501 373 302,,,unknown,35,D,low,medium,enrich_record
PL-0118,Trafica-Hurt s.c.,Lubelskie,source_regions,Lublin,traditional_or_specialist_wholesale,wholesaler,smoking_accessories | tobacco,B2B,https://trafica-hurt.pl,info@trafica-hurt.pl,793 467 060,,,unknown,35,D,low,medium,enrich_record
PL-0119,Trafica-Hurt S.C. (smokyhub.pl),Lubelskie,source_regions,Lublin,traditional_or_specialist_wholesale,retailer | wholesaler | tobacco_retailer,smoking_accessories | tobacco,B2B | B2C,http://smokyhub.pl,,+48 81 744 30 40,,,unknown,36,D,low,medium,enrich_record
PL-0120,Trafika Nord,Podlaskie,source_regions,Białystok,traditional_or_specialist_wholesale,retailer | wholesaler | tobacco_retailer,smoking_accessories | tobacco,B2B | B2C,,,,,,unknown,30,D,low,low,enrich_record
PL-0121,Trafika Tabak IQOS Partner,Kujawsko-pomorskie,source_regions,Inowrocław,traditional_or_specialist_wholesale,retailer | wholesaler | tobacco_retailer,smoking_accessories | tobacco,B2B | B2C,http://www.tabakpolska.com.pl,,+48 516 187 681,,,unknown,36,D,low,medium,enrich_record
PL-0122,Trafika u Jakuba,Nieustalony,unknown,,traditional_or_specialist_wholesale,retailer | wholesaler | tobacco_retailer,smoking_accessories | tobacco,B2B | B2C,http://www.jakubphu.pl,,,,,unknown,26,D,low,low,verify_location
PL-0123,Trafika.pl,Ogólnopolska,source_regions,Kalisz,vape_wholesale,retailer | wholesaler | tobacco_retailer,smoking_accessories | fmcg | cigarettes | vape | injector_machines | tobacco,B2B | B2C,https://trafika.pl,biuro@skleptytoniowy.pl,62 767 46 07,6181914183,,likely,60,B,medium,high,sales_outreach
PL-0124,Trezo Sp. z o.o.,Śląskie,source_regions,Sosnowiec,manufacturer,wholesaler | manufacturer,injector_ecosystem | injector_machines | tobacco | spare_parts,B2B | B2C,https://trezo.com.pl,,,,,confirmed_or_core,68,B,high,medium,find_sales_email
PL-0125,TwojePapierosy.pl,Ogólnopolska,source_regions,Ogólnopolska,traditional_or_specialist_wholesale,retailer | wholesaler | tobacco_retailer,smoking_accessories | cigarettes | injector_machines | tobacco,B2B | B2C,https://twojepapierosy.pl,,,,,likely,50,C,medium,medium,enrich_record
PL-0126,Tytoniowo,Nieustalony,unknown,,traditional_or_specialist_wholesale,retailer | wholesaler | tobacco_retailer,smoking_accessories | tobacco,B2B | B2C,https://www.tytoniowo.pl,,,,,unknown,26,D,low,low,verify_location
PL-0127,Vape Drop,Nieustalony,unknown,,vape_wholesale,wholesaler,vape,B2B,,,,,,unknown,16,D,low,low,verify_location
PL-0128,Vapetech Poland,Nieustalony,unknown,,traditional_or_specialist_wholesale,distributor,vape,B2B,https://vapetechpoland.pl,,,,,unknown,26,D,low,low,verify_location
PL-0129,VAS Sp. z o.o.,Ogólnopolska,source_regions,Chorzów,traditional_or_specialist_wholesale,wholesaler | tobacco_retailer,smoking_accessories | tobacco,B2B | B2C,https://vas.com.pl/oferta/zapa...,,,,,unknown,40,C,low,medium,enrich_record
PL-0130,VIVOPLAST,Świętokrzyskie,source_regions,Ostrowiec Świętokrzyski,traditional_or_specialist_wholesale,wholesaler,fmcg | tobacco,B2B,"https://www.hurtownie.pl/hurtownie-wyroby-tytoniowe,10611.html?p=13",,,,,unknown,28,D,low,low,enrich_record
PL-0131,W.O.Z. S.C.,Świętokrzyskie,source_regions,Ostrowiec Świętokrzyski,traditional_or_specialist_wholesale,wholesaler,fmcg | tobacco,B2B,,,,,,unknown,20,D,low,low,enrich_record
PL-0132,West Trading,Zachodniopomorskie,source_regions,Szczecin,vape_wholesale,wholesaler | tobacco_retailer,smoking_accessories | fmcg | cigarettes | vape | injector_machines | tobacco,B2B | B2C,https://westtrading.pl,,+48 515 739 764,,,likely,51,C,medium,medium,enrich_record
PL-0133,Wojmar s.c.,Lubelskie,source_regions,,traditional_or_specialist_wholesale,distributor,smoking_accessories | tobacco,B2B,,wojmarsc1@gmail.com,514 183 2xx,,,unknown,35,D,low,low,enrich_record
PL-0134,Zas-Pol,Ogólnopolska,source_regions,"Kraków, Poznań, Piła, Zielona Góra",traditional_or_specialist_wholesale,wholesaler,fmcg | cigarettes | tobacco,B2B,https://zas-pol.pl,,,,,unknown,34,D,low,low,enrich_record
PL-0135,Świat Alkoholi,Śląskie,source_regions,Mikołów,traditional_or_specialist_wholesale,retailer | wholesaler | tobacco_retailer,smoking_accessories | tobacco,B2B | B2C,http://www.swiatalkoholipolska.pl/sklepy/swiat-alkoholi-mikolow,,+48 32 738 08 93,,,unknown,34,D,low,medium,enrich_record
PL-0136,Świat Shishy,Ogólnopolska,source_regions,Ogólnopolska,headshop_accessories,wholesaler | tobacco_retailer,smoking_accessories | shisha_bongs | tobacco,B2B | B2C,https://swiatshishy.pl/content/...,,,,,unknown,38,D,low,medium,enrich_record
PL-0137,Alisa.shop,Nieustalony,unknown,,traditional_or_specialist_wholesale,retailer | wholesaler,ryo | injector_machines | tobacco,B2C,https://alisa.shop,,,,,likely,32,D,low,low,verify_location
PL-0138,Bitlogic,Lubuskie,source_regions,Zielona Góra,other,,,B2B,https://www.bitlogic.pl,hurtownia@bitlogic.pl,,,,unknown,16,D,low,low,verify_relevance
PL-0139,Bliq Sp. z o.o.,Mazowieckie,source_regions,Warszawa,manufacturer,manufacturer,vape,B2B,,,882 00 89 89,,,unknown,28,D,low,low,enrich_record
PL-0140,Cannmedia / Bletki.com,Nieustalony,unknown,,other,,,B2B,https://www.bletki.com/sprzedaz-hurtowa,sklep@bletki.com,881 253 854,,,unknown,16,D,low,low,verify_relevance
PL-0141,Doctor Vape,Nieustalony,unknown,,other,,vape,B2B,https://b2b-doctorvape.pl,,,,,unknown,14,D,low,low,verify_location
PL-0142,E-Dym,Mazowieckie,inferred_from_city,Warszawa/Gdańsk,retailer,retailer,vape,B2B,,,,,,unknown,14,D,low,low,enrich_record
PL-0143,eCygaretka,Mazowieckie,source_regions,Warszawa,other,,,B2B | B2C,https://www.ecygaretka.pl/witamy-w-sklepie-pm-21.html,,,8222172711,,unknown,15,D,low,low,verify_relevance
PL-0144,EDDcom,Nieustalony,unknown,,traditional_or_specialist_wholesale,retailer | wholesaler,electronics | other,B2C,https://eddcom.pl,,,,,unknown,20,D,low,low,verify_location
PL-0145,eSmoking World / CHIC Sp. z o.o. Sp.k.,Wielkopolskie,source_regions,Ostrzeszów,manufacturer,manufacturer | retail_chain,vape,B2B | B2C,https://www.esmokingworld.com/pl,,+48 62 738 88 88,9721147850,0000908623,unknown,40,C,low,medium,enrich_record
PL-0146,FHPD,Dolnośląskie,source_regions,Wrocław,traditional_or_specialist_wholesale,wholesaler | retailer,,B2B | B2C,https://fhpd.pl,,534 922 566,8942893752,0000276323,unknown,34,D,low,medium,enrich_record
PL-0147,IndorShop,Nieustalony,unknown,,other,,,B2B,https://indorshop.pl/kategoria/headshop,,,,,unknown,8,D,low,low,verify_relevance
PL-0148,Joint Brothers,Śląskie,source_regions,Katowice,other,,,B2B,https://jointbrothers.eu,,721 430 027,,,unknown,17,D,low,low,verify_relevance
PL-0149,Klaipedoslam.lt,Poza Polską,non_polish,,other,,injector_machines | tobacco,B2B | B2C,https://www.klaipedoslam.lt,,,,,confirmed_or_core,16,exclude,excluded,low,enrich_record
PL-0150,Królestwo Tytoniu,Małopolskie,source_regions,Kraków,retailer,retailer,smoking_accessories | tobacco,B2C,https://krolestwotytoniu.pl,,888 370 999,,,unknown,28,D,low,medium,enrich_record
PL-0151,Liquido,Nieustalony,unknown,,other,,,B2B,https://liquido.pl/strona/5-liquidy-hurt-hurtownia,,,,,unknown,8,D,low,low,verify_relevance
PL-0152,Mercato Hurt,Nieustalony,unknown,,other,,,B2B,https://b2b.mercatohurt.pl/pl/page/o-nas,,,,,unknown,8,D,low,low,verify_relevance
PL-0153,Paso Polska Sp. z o.o. Sp.k,Wielkopolskie,source_regions,Tarnowo Podgórne,other,,,B2B,https://hurtownia.paso.pl/kontakt,hurt@paso.pl,61 89 666 61,,,unknown,20,D,low,low,verify_relevance
PL-0154,Shisha Sklep,Mazowieckie,inferred_from_city,Warsaw,headshop_accessories,retailer | wholesaler,smoking_accessories | shisha_bongs | injector_machines | tobacco,B2C,https://shishasklep.pl,,,,,likely,34,D,low,low,enrich_record
PL-0155,Tabak Polska Sp. z o.o. (lista sklepów),Nieustalony,unknown,,other,,,,https://www.zyn.com/content/dam/wam/locale/poland/p5/sampling-offer/Za%C5,,,,,unknown,0,D,low,low,verify_relevance
PL-0156,Tabak Service International,Zachodniopomorskie,source_regions,Koszalin,other,,,B2B,https://www.tabakinternational.pl,,,,,unknown,12,D,low,low,verify_relevance
PL-0157,Tabakeria / Avalons,Poza Polską,non_polish,Riga (Multiple Shopping Centres),other,,smoking_accessories | injector_machines | cigarette_tubes | tobacco,B2B | B2C,https://tabakeria.lv,,,,,confirmed_or_core,20,exclude,excluded,low,enrich_record
PL-0158,TabakOnline.com,Nieustalony,unknown,,other,,,B2B,https://www.tabakonline.com/hurtownia-r8,,,,,unknown,8,D,low,low,verify_relevance
PL-0159,TAKS Sp. z o.o.,Nieustalony,unknown,,other,,,,https://www.taks.stg.pl/oferta/artykuly-tytoniowe-gdansk,,,,,unknown,0,D,low,low,verify_relevance
PL-0160,Tanie Palenie POINT,Śląskie,source_regions,Gliwice,traditional_or_specialist_wholesale,wholesaler,tobacco,,https://baza-firm.com.pl/tyton-...,,,,,unknown,22,D,low,low,enrich_record
PL-0161,Tobacco Corner / ELITE Edyta Stefanek,Śląskie,source_regions,Katowice,other,,,B2B | B2C,https://www.tobaccocorner.pl,,+48 600 432 108,6252115510,,unknown,21,D,low,low,verify_relevance
PL-0162,Ubuy,Nieustalony,unknown,,marketplace_seller,wholesaler | marketplace_seller,injector_machines | powermatic,B2C,https://www.ubuy.com.pl,,,,,likely,32,D,low,low,verify_location
PL-0163,VAPE POINT Sp. z o.o.,Dolnośląskie,source_regions,Wrocław,other,,,B2B,https://vapepoint.pl,kontakt@vapepoint.pl,+48 729 411 684,,,unknown,20,D,low,low,verify_relevance
PL-0164,Vaporshop.pl / ULTI-PRO Sp. z o.o.,Śląskie,source_regions,Rybnik,other,,,B2B,https://vaporshop.pl/pl,sklep@vaporshop.pl,793 936 707,6422974472,,unknown,22,D,low,medium,verify_relevance
PL-0165,Verk Store,Nieustalony,unknown,,traditional_or_specialist_wholesale,retailer | wholesaler,ryo | injector_machines,B2C,https://verk.store,,,,,likely,31,D,low,low,verify_location
PL-0166,Wasserman,Zachodniopomorskie,source_regions,Szczecin,traditional_or_specialist_wholesale,retailer | wholesaler,electronics | other | injector_machines,B2C,https://www.wasserman.eu,sklep@wasserman.pl,,,,likely,39,D,low,medium,enrich_record
PL-0167,Wujo.pl,Nieustalony,unknown,,other,,,B2B,https://wujo.pl/brand/967-wujopl,,,,,unknown,8,D,low,low,verify_relevance
PL-0168,Procent 2.0,Podlaskie,source_regions,Białystok,retailer,retailer,tobacco,B2C,,,515 323 153,,,unknown,10,D,low,low,enrich_record
PL-0169,Smooke.pl,Mazowieckie,source_regions,Warszawa,retailer,retailer,smoking_accessories | tobacco | vape,B2C,,,,,,low,9,D,low,low,enrich_record
PL-0170,Sklep Tytoniowy Dobry Tytoń,Mazowieckie,source_regions,Warszawa,retailer,retailer,smoking_accessories | tobacco | vape,B2B | B2C,,,535 062 684,4792425041,,low,26,D,low,medium,enrich_record
PL-0171,Lovikape,Warmińsko-mazurskie,source_regions,Ełk,retailer,retailer,smoking_accessories | tobacco | vape,B2C,,,,,,low,9,D,low,low,enrich_record
PL-0172,"""Kamel"" Sp.j. Hurtownia Papierosów",Wielkopolskie,source_regions,Konin,vape_wholesale,wholesaler,smoking_accessories | tobacco | vape | cigarettes,B2B,"https://panoramafirm.pl/wielkopolskie,,konin,wio%C5%9Blarska,16/kamel_sp.j._hurtownia_papierosow-ssfip_sin.html",,,,,unverified,38,D,low,medium,enrich_record
PL-0173,"""Lorbad"" Sp. z o.o.",Śląskie,source_regions,Śląskie,vape_wholesale,wholesaler,smoking_accessories | tobacco | vape,B2B,https://panoramafirm.pl/hurtownia_papieros%C3%B3w/%C5%9Bl%C4%85skie,,,,,unverified,38,D,low,medium,enrich_record
PL-0174,ALF2 — Hurtownia Papierosów i Chemii Gospodarczej,Małopolskie,source_regions,Bochnia,vape_wholesale,wholesaler,smoking_accessories | tobacco | vape | fmcg | cigarettes,B2B,https://alf2spj.wixsite.com/alf2,,,,,unverified,38,D,low,medium,enrich_record
PL-0175,"ALFA — Hurtownia Papierosów, Chemii Gospodarczej i Kart Telefonicznych",Podlaskie,source_regions,Białystok,vape_wholesale,wholesaler,smoking_accessories | tobacco | vape | fmcg | cigarettes,B2B,"https://www.bialystokonline.pl/alfa-hurtownia-papierosow-chemii-gospodarczej-kart-telefonicznych,firma,2688,244,17,0,1.html",,,,,unverified,38,D,low,medium,enrich_record
PL-0176,Aga — Hurtownia Papierosów i Art. Chemicznych,Podkarpackie,source_regions,Rzeszów,vape_wholesale,wholesaler,smoking_accessories | tobacco | vape | fmcg | cigarettes,B2B,https://www.cylex-polska.pl/firmy/aga--hurtownia-papieros%C3%B3w-i-art--chemicznych-10405470.html,,,,,unverified,38,D,low,medium,enrich_record
PL-0177,Aleksander Ostrowski,Warmińsko-mazurskie,source_regions,Olsztyn,vape_wholesale,wholesaler,smoking_accessories | tobacco | vape,B2B,https://panoramafirm.pl/papierosy_i_tyto%C5%84/warmi%C5%84sko_mazurskie,,,,,unverified,38,D,low,medium,enrich_record
PL-0178,Dymek Krzysztof Kasperek,Lubelskie,source_regions,Lublin,vape_wholesale,wholesaler,smoking_accessories | tobacco | vape,B2B,"https://panoramafirm.pl/papierosy_i_tyto%C5%84/lubelskie,,lublin",,,,,unverified,38,D,low,medium,enrich_record
PL-0179,EDMAR PH Hurtownia Papierosów,Wielkopolskie,source_regions,Koło,vape_wholesale,wholesaler,smoking_accessories | tobacco | vape | cigarettes,B2B,"https://www.hurtownie.pl/hurtownie,.html?q=papierosy\&p=15",,,,,unverified,38,D,low,medium,enrich_record
PL-0180,Golden FHU Anna Bohusz,Opolskie,source_regions,Głubczyce,vape_wholesale,wholesaler,smoking_accessories | tobacco | vape,B2B,"https://www.hurtownie.pl/hurtownie,.html?q=papierosy\&p=8",,,,,unverified,38,D,low,medium,enrich_record
PL-0181,Hurtownia Papierosów Sklep Przemysłowy,Pomorskie,source_regions,Starogard Gdański,vape_wholesale,wholesaler,smoking_accessories | tobacco | vape | cigarettes,B2B,https://mapa.targeo.pl/hurtownia-papierosow-sklep-przemyslowy-83-200-starogard-gdanski~13569129/przedsiebiorstwo-firma/adres,,,,,unverified,38,D,low,medium,enrich_record
PL-0182,Hurtownia Wielobranżowa ROCH Sp. z o.o. Sp.k.,Małopolskie,source_regions,Kraków,vape_wholesale,wholesaler,smoking_accessories | tobacco | vape | cigarettes,B2B,https://www.baza-firm.com.pl/tyton-i-artykuly-tytoniowe/krakow/hurtownia-wielobranzowa-roch-sp-z-oo-spkomandytowa/pl/210664.html,,,,,unverified,38,D,low,medium,enrich_record
PL-0183,Merkandi.pl,Ogólnopolska,source_regions,Platform,other,,smoking_accessories | tobacco | vape,B2B,https://merkandi.pl/hurt/zapalniczki,,,,,unverified,40,C,low,medium,enrich_record
PL-0184,PAKO FW H. Komorowska i J. Komorowski,Wielkopolskie,source_regions,Koło,vape_wholesale,wholesaler,smoking_accessories | tobacco | vape,B2B,"https://www.hurtownie.pl/hurtownie,.html?q=papierosy\&p=15",,,,,unverified,38,D,low,medium,enrich_record
PL-0185,Shishka79.pl,Ogólnopolska,source_regions,Ogólnopolska,retailer,retailer,smoking_accessories | tobacco | vape | cigarettes | injector_machines,B2C,https://www.shishka79.pl/180-nabijarki-tlokowe,,,,,confirmed_or_core,38,D,low,medium,enrich_record
PL-0186,Smok Hurtownia Papierosów,Mazowieckie,source_regions,Zielonka,vape_wholesale,wholesaler,smoking_accessories | tobacco | vape | cigarettes,B2B,https://mapa.targeo.pl/smok-hurtownia-papierosow-armii-krajowej-32-05-220-zielonka~5523255/przedsiebiorstwo-firma/adres,,,,,unverified,38,D,low,medium,enrich_record
PL-0187,Viva S.j. — Hurtownia Papierosów,Świętokrzyskie,source_regions,Ostrowiec Świętokrzyski,vape_wholesale,wholesaler,smoking_accessories | tobacco | vape | cigarettes,B2B,https://www.cylex-polska.pl/firmy/viva--s-j--hurtownia-papieros%C3%B3w-10504502.html,,,,,unverified,38,D,low,medium,enrich_record
PL-0188,Caro. Hurtownia papierosów. Żach K.,Mazowieckie,source_regions,Ostrów Mazowiecka,vape_wholesale,wholesaler,smoking_accessories | tobacco | vape,B2B,,,+48 29 745 29 33,,,unverified,29,D,low,low,enrich_record
PL-0189,"Minos. Hurtownia papierosów, wyrobów tytoniowych, chemii gospodarczej",Mazowieckie,source_regions,Radom,vape_wholesale,wholesaler,smoking_accessories | tobacco | vape | fmcg | cigarettes,B2B,https://www.misterwhat.pl/company/196155-minos-sp-z-oo-hurtownia-papierosow-wyrobow-tytoniowych-chemii-gospodarczej-radom,,,,,unverified,29,D,low,low,enrich_record
PL-0190,Tobacco Concept Factory (TCF),Ogólnopolska,source_regions,,traditional_or_specialist_wholesale,distributor | wholesaler,rolling_papers | cigarette_tubes | smoking_accessories | filters | tobacco,B2B,https://tcf.com.pl,,,,,adjacent,49,C,medium,low,enrich_record
PL-0191,JarajTo,Ogólnopolska,source_regions,,vape_wholesale,distributor | wholesaler | retailer,rolling_papers | shisha_bongs | smoking_accessories | vape | tobacco | cigarettes,B2B | B2C,https://jarajto.pl,,,,,unknown,45,C,medium,medium,enrich_record
PL-0192,MRC Trade,Ogólnopolska,source_regions,,manufacturer,manufacturer | distributor,cigarette_tubes | filters | smoking_accessories | tobacco,B2B,https://mrctrade.pl,,,,,adjacent,50,C,medium,low,enrich_record
PL-0193,MAGNUS,Ogólnopolska,source_regions,,manufacturer,manufacturer | distributor,cigarette_tubes | smoking_accessories | tobacco,B2B,https://magnustobacco.com,,,,,adjacent,49,C,medium,low,enrich_record
PL-0194,PRODAP,Ogólnopolska,source_regions,,traditional_or_specialist_wholesale,distributor | retailer,injector_machines | smoking_accessories | tobacco,B2B | B2C,https://prodap.pl,,,,,likely,53,C,medium,medium,enrich_record
PL-0195,CK Complex,Ogólnopolska,source_regions,,traditional_or_specialist_wholesale,wholesaler | distributor,injector_machines | rolling_papers | cigarette_tubes | smoking_accessories | fmcg | tobacco,B2B,https://ckcomplex.pl,,,,,likely,55,C,medium,low,enrich_record
PL-0196,Internetowa Hurtownia,Nieustalony,unknown,,vape_wholesale,wholesaler,vape | smoking_accessories | injector_machines | cigarette_tubes,,https://www.internetowa-hurtownia.pl,zamowienia@internetowa-hurtownia.pl,177633312,,,likely,38,D,low,medium,verify_location
PL-0197,E Enzo,Nieustalony,unknown,,vape_wholesale,wholesaler,vape | smoking_accessories | vape_liquids | cigarettes,,https://www.e-enzo.pl,biuro@e-enzo.pl,+48 515 205 569,6722094396,,unknown,28,D,low,medium,verify_location
PL-0198,Mercatohurt,Nieustalony,unknown,,vape_wholesale,wholesaler,vape | smoking_accessories | injector_machines | cigarette_tubes,,https://www.mercatohurt.pl,,,,,likely,30,D,low,low,verify_location
PL-0199,Intersmokerhurt,Nieustalony,unknown,,vape_wholesale,wholesaler,vape | smoking_accessories | vape_liquids | cigarettes,,https://www.intersmokerhurt.pl,kontakt@intersmokerhurt.pl,154140039,5422935796,,unknown,28,D,low,medium,verify_location
PL-0200,Cloudshop,Nieustalony,unknown,,vape_wholesale,wholesaler,vape | smoking_accessories | vape_liquids | cigarettes,,https://www.cloudshop.pl,biuro@cloudshop.pl,157311162,9571110560,0000998700,unknown,29,D,low,medium,verify_location
PL-0201,Vapeempire,Nieustalony,unknown,,vape_wholesale,wholesaler,vape | smoking_accessories | vape_liquids | cigarettes,,https://www.vapeempire.pl,,172346997,,,unknown,23,D,low,low,verify_location
PL-0202,Epapierosy Hurt,Nieustalony,unknown,,vape_wholesale,wholesaler,vape | smoking_accessories | vape_liquids | cigarettes,,https://www.epapierosy-hurt.pl,j@email.com,177334242,6312426137,,unknown,28,D,low,medium,verify_location
PL-0203,Fumist,Nieustalony,unknown,,vape_wholesale,wholesaler,vape | smoking_accessories | cigarette_tubes | injector_machines,,https://www.fumist.pl,,,,,likely,30,D,low,low,verify_location
PL-0204,Hurt Mix,Nieustalony,unknown,,vape_wholesale,wholesaler,vape | smoking_accessories | tobacco,,https://www.hurt-mix.com.pl,j@email.com,175831442,,,unknown,28,D,low,medium,verify_location
PL-0205,Takatabaka,Nieustalony,unknown,,vape_wholesale,wholesaler,vape | smoking_accessories | tobacco,,https://www.takatabaka.pl,,,,,unknown,20,D,low,low,verify_location
PL-0206,Bielsin,Nieustalony,unknown,,traditional_or_specialist_wholesale,wholesaler,smoking_accessories | rolling_machines,,https://www.bielsin.pl,info@bielsin.pl,242869739,5470083919,0000115372,adjacent,32,D,low,medium,verify_location
PL-0207,Dym,Nieustalony,unknown,,traditional_or_specialist_wholesale,wholesaler,smoking_accessories | rolling_machines | tobacco,,https://www.dym.pl,filter@pl.html,178397622,5242751528,,adjacent,33,D,low,medium,verify_location
PL-0208,Trafikanord,Nieustalony,unknown,,traditional_or_specialist_wholesale,wholesaler,smoking_accessories | tobacconist_assortment | rolling_papers | rolling_machines,,https://www.trafikanord.pl,sklep@trafikanord.pl,178443691,,,adjacent,30,D,low,medium,verify_location
PL-0209,Wszystkodopalenia,Nieustalony,unknown,,headshop_accessories,wholesaler,smoking_accessories | headshop | rolling_papers | shisha_bongs,,https://www.wszystkodopalenia.pl,biuro@wszystkodopalenia.pl,177339408,6181914183,0000119343,unknown,28,D,low,medium,verify_location
PL-0210,Bulkbong,Nieustalony,unknown,,headshop_accessories,wholesaler,smoking_accessories | headshop | rolling_papers | shisha_bongs,,https://www.bulkbong.com,,,,,unknown,17,D,low,low,verify_location
PL-0211,Palender,Nieustalony,unknown,,headshop_accessories,wholesaler,smoking_accessories | headshop | rolling_papers | shisha_bongs,,https://www.palender.pl,palender@wp.pl,574207738,5742077383,,unknown,27,D,low,medium,verify_location
PL-0212,Atgdystrybucja,Nieustalony,unknown,,traditional_or_specialist_wholesale,wholesaler,smoking_accessories | rolling_machines | tobacco,,https://www.atgdystrybucja.pl,atg.zamowienia@gmail.com,749696972,5542718417,,adjacent,33,D,low,medium,verify_location
PL-0213,Nabijarka,Nieustalony,unknown,,traditional_or_specialist_wholesale,wholesaler,smoking_accessories | injector_machines | rolling_machines,,https://www.nabijarka.pl,biuro@prima-tech.pl,+48 663 726 600,,,likely,36,D,low,medium,verify_location
PL-0214,Gilzygama,Nieustalony,unknown,,vape_wholesale,wholesaler,smoking_accessories | vape | shisha_bongs | rolling_papers | cigarette_tubes,,https://www.gilzygama.pl,office.gama.plus@gmail.com,283973595,,,adjacent,32,D,low,medium,verify_location
PL-0215,True Smoke,Nieustalony,unknown,,vape_wholesale,wholesaler,smoking_accessories | vape | shisha_bongs | cigarettes,,https://www.true-smoke.com,info@truesmoke.com,817583740,,,unknown,26,D,low,medium,verify_location
PL-0216,Smoks,Nieustalony,unknown,,vape_wholesale,wholesaler,smoking_accessories | vape | shisha_bongs | injector_machines | powermatic,,https://www.smoks.pl,,867778659,,,likely,36,D,low,low,verify_location
PL-0217,Powermatic,Nieustalony,unknown,,vape_wholesale,wholesaler,smoking_accessories | vape | shisha_bongs | injector_machines | powermatic,,https://www.powermatic.store,kontakt@armorica.pl,141941672,,,likely,40,C,low,medium,verify_location
PL-0218,Fugo Group,Nieustalony,unknown,,vape_wholesale,wholesaler,smoking_accessories | vape | shisha_bongs | cigarettes,,https://www.fugo-group.com,,,,,unknown,18,D,low,low,verify_location
PL-0219,Bulut,Nieustalony,unknown,,vape_wholesale,wholesaler,smoking_accessories | vape | shisha_bongs,,https://www.bulut.zone,info@bulut.zone,325058878,7282844071,0000835586,unknown,30,D,low,medium,verify_location
PL-0220,Cybuchshisha,Nieustalony,unknown,,vape_wholesale,wholesaler,smoking_accessories | vape | shisha_bongs,,https://www.cybuchshisha.pl,sklep@cybuchshisha.pl,178213104,1132986837,,unknown,28,D,low,medium,verify_location
PL-0221,Shisha,Nieustalony,unknown,,vape_wholesale,wholesaler,smoking_accessories | vape | shisha_bongs,,https://www.shisha.pl,,,,,unknown,18,D,low,low,verify_location
